"","Code","Name","Municipality","Ownership","Applications","Vacancies"
"1210","08057084","Augusta","Barcelona","Charter",15,25
"1219","08058416","Escola L'Arenal de Llevant","Barcelona","Public",65,52
"1250","08060873","Escola Eulàlia Bota","Barcelona","Public",52,50
"1282","08062675","Escola Pere IV","Barcelona","Public",68,52
"1295","08063072","Escola Fructuós Gelabert","Barcelona","Public",68,50
"1298","08063497","Carles Riba","Barcelona","Charter",18,25
"1322","08064167","Escola Sant Martí","Barcelona","Public",57,52
"1323","08064179","Escola La Llacuna del Poblenou","Barcelona","Public",63,52
"1351","08066462","Escola dels Encants","Barcelona","Public",96,52
"1352","08066504","Escola l'Univers","Barcelona","Public",101,50
"1353","08066516","Escola Congrés-Indians","Barcelona","Public",84,50
"1354","08066531","Escola Fluvià","Barcelona","Public",77,52
"1371","08067764","Escola La Maquinista","Barcelona","Public",57,50
"1373","08068240","L'Esclop-Passeig","Barcelona","Charter",21,50
"1383","08070234","Escola Can Fabra","Barcelona","Public",77,50
"1391","08071226","Institut Escola Costa i Llobera","Barcelona","Public",54,50
"1395","08072292","Institut Escola Turó de Roquetes","Barcelona","Public",46,44
"1400","08074641","Escola 30 Passos","Barcelona","Public",38,75
"1404","08075207","Escola Entença","Barcelona","Public",55,52
"1410","08075608","Escola Eixample 2","Barcelona","Public",33,52
"1411","08075611","Escola Cartagena","Barcelona","Public",44,75
"1412","08075621","Escola Gràcia","Barcelona","Public",59,50
"1413","08075633","Escola Anglesola","Barcelona","Public",27,40
"1414","08075645","Escola La Flor de Maig","Barcelona","Public",48,50
"1415","08075657","Institut Escola Antaviana","Barcelona","Public",58,50
"1416","08075669","Institut Escola El Til·ler","Barcelona","Public",15,22
"1417","08075670","Institut Escola Trinitat Nova","Barcelona","Public",26,38
"1418","08075700","Escola Eixample 1","Barcelona","Public",49,50
"1434","17000354","Escola Joan Reglà","Bàscara","Public",18,18
"1996","43012113","Institut Escola Mare de Déu del Portal","Batea","Public",13,25
"281","08014589","Escola Sant Cristòfor","Begues","Public",51,50
"282","08014590","Sant Lluís de Pla i Amell Bosch","Begues","Charter",33,50
"1431","17000263","Escola Doctor Arruga","Begur","Public",17,18
"1596","17004876","Escola l'Olivar Vell","Begur","Public",6,6
"1677","25000985","Escola Ramon Farrerons","Bell-lloc d'Urgell","Public",17,25
"1676","25000961","Escola Bonavista","Bellcaire d'Urgell","Public",12,12
"1678","25001011","Escola Valeri Serra","Bellpuig","Public",23,50
"1679","25001023","Vedruna Bellpuig","Bellpuig","Charter",27,25
"1794","43000548","Escola La Muntanyeta","Bellvei","Public",24,25
"1680","25001059","Escola Mare de Déu de Talló","Bellver de Cerdanya","Public",12,25
"1681","25001084","Escola Joaquim Palacín","Bellvís","Public",29,50
"1682","25001096","Escola Sant Joan","Benavent de Segrià","Public",14,25
"283","08014620","Escola Sant Joan","Berga","Public",30,50
"284","08014656","Vedruna-Berga","Berga","Charter",36,50
"285","08014668","Escola de la Valldan","Berga","Public",11,10
"286","08014681","Escola Santa Eulàlia","Berga","Public",30,50
"1384","08070520","Xarxa","Berga","Charter",29,25
"1652","17009801","Institut Escola Salvador Vilarrasa","Besalú","Public",32,50
"1435","17000408","Escola Doctor Sobrequés","Bescanó","Public",58,62
"287","08014747","Escola El Turó","Bigues i Riells","Public",23,25
"1251","08060903","Escola El Colomer","Bigues i Riells","Public",40,50
"1438","17000469","Escola Joaquim Ruyra","Blanes","Public",34,25
"1439","17000470","Escola Carles Faust","Blanes","Public",7,10
"1440","17000482","Cor de Maria","Blanes","Charter",54,50
"1441","17000512","Santa Maria","Blanes","Charter",54,50
"1442","17000548","Escola Mossèn Joan Batlle","Blanes","Public",29,25
"1589","17004566","Escola Napoleó Soliva","Blanes","Public",25,44
"1601","17005017","Escola Quatre Vents","Blanes","Public",40,50
"1614","17007828","Escola Pinya de Rosa","Blanes","Public",43,50
"1622","17008274","Escola Sa Forcanera","Blanes","Public",42,50
"1443","17000561","Escola de Bordils","Bordils","Public",22,25
"1444","17000573","Escola Sant Andreu de Borrassà","Borrassà","Public",3,6
"1685","25001199","Escola Sant Ròc","Bossòst","Public",8,11
"1797","43000640","Escola Mare de Déu de la Candela","Botarell","Public",13,25
"1445","17000585","Escola Montseny","Breda","Public",34,50
"1634","17008641","Escola de Cabanes","Cabanes","Public",8,8
"289","08014887","Sant Feliu","Cabrera de Mar","Charter",21,50
"1230","08059779","Escola Pla de l'Avellà","Cabrera de Mar","Public",52,50
"290","08014905","Escola L'Olivera","Cabrils","Public",31,25
"1276","08061762","Escola Mas Maria","Cabrils","Public",39,50
"1446","17000627","Escola Caritat Serinyana","Cadaqués","Public",20,25
"291","08014929","Escola Alta Segarra","Calaf","Public",39,50
"1798","43000706","Escola Santa Creu de Calafell","Calafell","Public",31,50
"1799","43000721","Escola Mossèn Jacint Verdaguer","Calafell","Public",18,22
"1971","43009898","Escola Castell de Calafell","Calafell","Public",52,50
"1972","43010098","Escola La Ginesta","Calafell","Public",41,50
"1989","43011121","Escola Vilamar","Calafell","Public",18,25
"292","08015004","Escola Sagrada Família","Caldes d'Estrac","Public",13,25
"1447","17000676","Escola Sant Esteve","Caldes de Malavella","Public",39,50
"1639","17008781","Escola La Benaula","Caldes de Malavella","Public",31,25
"293","08015041","Escola Pia de Caldes de Montbui","Caldes de Montbui","Charter",75,75
"294","08015077","Escola El Farell","Caldes de Montbui","Public",44,50
"1136","08043942","Escola Montbui","Caldes de Montbui","Public",39,50
"1343","08065299","Escola El Calderí","Caldes de Montbui","Public",26,25
"295","08015119","Escola La Minerva","Calella","Public",34,50
"296","08015120","Escola Pia de Calella","Calella","Charter",47,75
"297","08015144","Escola Doctor Carles Salicrú","Calella","Public",52,50
"950","08035787","Freta","Calella","Charter",54,50
"298","08015193","Escola Sant Marc","Calldetenes","Public",22,25
"299","08015247","Escola Joventut","Callús","Public",26,50
"1448","17000688","Escola Pere Rosselló","Calonge","Public",28,50
"1449","17000718","Escola Llevantí de Mar","Calonge","Public",15,25
"1627","17008468","Escola La Sínia","Calonge","Public",13,25
"1875","43003975","Escola Sant Àngel","Camarles","Public",19,25
"1800","43000731","Escola Joan Ardèvol","Cambrils","Public",26,25
"1801","43000755","Cardenal Vidal i Barraquer","Cambrils","Charter",62,75
"1947","43006356","Escola Marinada","Cambrils","Public",21,25
"1962","43008547","Escola Cambrils","Cambrils","Public",45,50
"1973","43010141","Escola Guillem Fortuny","Cambrils","Public",55,50
"1983","43010581","Escola Mas Clariana","Cambrils","Public",53,50
"1992","43011212","Escola La Bòbila","Cambrils","Public",37,50
"1450","17000731","Escola Pirineu","Campdevànol","Public",17,25
"1451","17000779","Escola Doctor Robert","Camprodon","Public",19,25
"300","08015272","Yglesias","Canet de Mar","Charter",24,25
"301","08015296","FEDAC-Canet","Canet de Mar","Charter",17,25
"302","08015302","Escola Misericòrdia","Canet de Mar","Public",30,50
"1247","08060836","Escola Turó del Drac","Canet de Mar","Public",43,50
"303","08015351","Escola Jacint Verdaguer","Canovelles","Public",20,25
"987","08037917","Escola Joan Miró","Canovelles","Public",25,25
"1044","08039677","Escola Congost","Canovelles","Public",41,44
"1329","08064805","Escola Els Quatre Vents","Canovelles","Public",44,44
"304","08015375","Escola l'Estelada","Cànoves i Samalús","Public",20,25
"305","08015399","Escola Sant Nicolau","Canyelles","Public",32,50
"306","08015429","Mare del Diví Pastor","Capellades","Charter",20,25
"307","08015430","Escola Marquès de la Pobla","Capellades","Public",36,50
"308","08015454","Escola Ramon Macip - Dolors Granés","Cardedeu","Public",34,25
"1045","08039690","Escola Germans Corbella","Cardedeu","Public",34,50
"1161","08045598","Escola Mil·lenari","Cardedeu","Public",44,50
"1184","08053455","Escola Les Aigües","Cardedeu","Public",27,50
"1358","08067090","Escola Can Manent","Cardedeu","Public",60,50
"309","08015545","Vedruna Carme Cardona","Cardona","Charter",20,25
"310","08015582","Escola Mare de Déu del Patrocini","Cardona","Public",9,25
"311","08015648","Escola Serra de Coll-Bas","Carme","Public",6,10
"1452","17000846","Escola Puig d'Arques","Cassà de la Selva","Public",44,50
"1453","17000858","La Salle de Cassà","Cassà de la Selva","Charter",34,50
"1631","17008501","Escola Aldric","Cassà de la Selva","Public",49,50
"312","08015651","Escola Princesa Làscaris","Casserres","Public",20,20
"1456","17000883","Escola Vall d'Aro","Castell-Platja d'Aro","Public",18,25
"1457","17000895","Escola Els Estanys","Castell-Platja d'Aro","Public",42,50
"1648","17009278","Escola Fanals d'Aro","Castell-Platja d'Aro","Public",20,25
"313","08015697","El Casal","Castellar del Vallès","Charter",15,25
"314","08015703","FEDAC-Castellar","Castellar del Vallès","Charter",28,25
"903","08034229","Escola Bonavista","Castellar del Vallès","Public",14,25
"927","08034898","Escola Sant Esteve","Castellar del Vallès","Public",46,50
"928","08034904","Escola Emili Carles i Tolrà","Castellar del Vallès","Public",34,25
"1198","08054824","Escola Mestre Pla","Castellar del Vallès","Public",16,25
"1278","08062614","Escola Joan Blanquer","Castellar del Vallès","Public",29,25
"1315","08064027","Escola El Sol i La Lluna","Castellar del Vallès","Public",18,25
"315","08015806","Escola Jaume Balmes","Castellbell i el Vilar","Public",16,25
"316","08015821","Escola Mare de Déu de Montserrat","Castellbisbal","Public",24,50
"1213","08057229","Escola Els Arenys","Castellbisbal","Public",19,25
"1285","08062742","Escola Benviure","Castellbisbal","Public",29,25
"1368","08067594","Institut Escola Les Vinyes","Castellbisbal","Public",42,25
"317","08015843","Escola Lluís Vives","Castelldefels","Public",27,50
"318","08015855","Escola Els Pins","Castelldefels","Public",65,50
"319","08015867","Frangoal","Castelldefels","Charter",48,50
"320","08015879","Sant Ferran","Castelldefels","Charter",16,25
"321","08015880","La Ginesta","Castelldefels","Charter",41,25
"322","08015961","Escola Jacint Verdaguer","Castelldefels","Public",35,25
"899","08034084","Escola Can Roca","Castelldefels","Public",39,50
"900","08034096","Escola Antoni Gaudí","Castelldefels","Public",50,50
"974","08037048","Petit Món-Felisa Bastida","Castelldefels","Charter",26,25
"988","08037929","Escola Torre Barona","Castelldefels","Public",45,50
"989","08037930","Escola Margalló","Castelldefels","Public",25,25
"1108","08043310","Escola Edumar","Castelldefels","Public",52,50
"1242","08060599","Escola Garigot","Castelldefels","Public",40,50
"1293","08062924","Escola Josep Guinovart","Castelldefels","Public",33,25
"323","08016033","Escola Montanyans","Castellet i la Gornal","Public",15,14
"1454","17000861","Escola Castellroc","Castellfollit de la Roca","Public",8,9
"324","08016094","Escola Sant Miquel","Castellgalí","Public",18,25
"1307","08063862","Escola L'Olivar","Castellnou de Bages","Public",27,25
"1455","17000871","Escola Ruiz Amado","Castelló d'Empúries","Public",47,50
"1615","17007907","Escola Joana d'Empúries","Castelló d'Empúries","Public",35,50
"1635","17008663","Escola El Bruel","Castelló d'Empúries","Public",8,25
"1390","08071214","Institut Escola Castellterçol","Castellterçol","Public",16,25
"1918","43005340","Escola Santa Anna","Castellvell del Camp","Public",21,25
"325","08016161","Escola El Castellot","Castellví de la Marca","Public",8,9
"326","08016173","Escola Mare de Déu de Montserrat","Castellví de Rosanes","Public",15,25
"1458","17000913","Escola L'Aulet","Celrà","Public",29,50
"1628","17008471","Escola Les Falgueres","Celrà","Public",41,50
"327","08016185","Escola Ildefons Cerdà","Centelles","Public",36,50
"328","08016203","Sagrats Cors","Centelles","Charter",36,50
"1357","08067041","Escola Xoriguer","Centelles","Public",28,25
"766","08029015","Escola Sant Salvador","Cercs","Public",7,8
"752","08028746","Escola Sant Martí","Cerdanyola del Vallès","Public",24,25
"753","08028758","Escola Les Fontetes","Cerdanyola del Vallès","Public",7,25
"754","08028783","Escola Serraparera","Cerdanyola del Vallès","Public",45,50
"755","08028795","FEDAC-Cerdanyola","Cerdanyola del Vallès","Charter",49,50
"756","08028813","Escola La Sínia","Cerdanyola del Vallès","Public",47,50
"757","08028849","Escaladei","Cerdanyola del Vallès","Charter",23,25
"758","08028850","Ramon Fuster","Cerdanyola del Vallès","Charter",70,75
"759","08028886","Montserrat","Cerdanyola del Vallès","Charter",46,50
"760","08028904","Escola Carles Buïgas","Cerdanyola del Vallès","Public",20,25
"970","08036411","Escola Saltells","Cerdanyola del Vallès","Public",43,50
"1012","08038351","Escola Xarau","Cerdanyola del Vallès","Public",32,25
"1050","08039896","Escola Bellaterra","Cerdanyola del Vallès","Public",52,50
"1192","08053650","Escola Turó de Guiera","Cerdanyola del Vallès","Public",54,50
"1279","08062626","Escola Collserola","Cerdanyola del Vallès","Public",25,25
"329","08016240","Escola Santa Maria de Cervelló","Cervelló","Public",38,50
"1300","08063710","Escola Escola Nova","Cervelló","Public",31,25
"1686","25001291","Escola Jaume Balmes","Cervera","Public",41,42
"1687","25001321","Escola Mossèn Josep Arques","Cervera","Public",27,42
"1776","25009095","Escola Les Savines","Cervera","Public",18,21
"1459","17000925","Escola L'Aixart","Cervià de Ter","Public",4,6
"889","08033468","Escola La Salut","Collbató","Public",15,25
"1335","08064945","Escola Mansuet","Collbató","Public",25,25
"1803","43000895","Escola Mossèn Ramon Bergadà","Constantí","Public",30,44
"1933","43005893","Escola Centcelles","Constantí","Public",10,22
"331","08016331","Escola Jaume Balmes","Corbera de Llobregat","Public",33,50
"1187","08053510","Escola Puig d'Agulles","Corbera de Llobregat","Public",31,25
"1245","08060629","Escola El Corb","Corbera de Llobregat","Public",17,25
"1314","08063965","Escola Cau de la Guineu","Corbera de Llobregat","Public",25,25
"1688","25001424","Escola Sol Ixent","Corbins","Public",7,25
"1461","17000998","Escola El Rodonell","Corçà","Public",14,13
"332","08016367","Escola Dolors Almeda","Cornellà de Llobregat","Public",41,50
"333","08016380","Escola Anselm Clavé","Cornellà de Llobregat","Public",17,25
"334","08016392","Escola Mossèn Jacint Verdaguer","Cornellà de Llobregat","Public",38,25
"335","08016409","Escola Montserrat","Cornellà de Llobregat","Public",14,44
"336","08016410","Escola Sant Ildefons","Cornellà de Llobregat","Public",16,22
"337","08016422","Escola Abat Oliba","Cornellà de Llobregat","Public",29,50
"338","08016461","El Pilar","Cornellà de Llobregat","Charter",37,25
"339","08016501","Sant Antoni Maria Claret","Cornellà de Llobregat","Charter",51,50
"340","08016513","Betània","Cornellà de Llobregat","Charter",25,25
"341","08016628","Sagrada Família","Cornellà de Llobregat","Charter",24,25
"342","08016689","Santa Eulàlia","Cornellà de Llobregat","Charter",23,25
"343","08016744","Escola Antoni Gaudí","Cornellà de Llobregat","Public",32,25
"344","08016771","Escola Els Pins","Cornellà de Llobregat","Public",77,50
"954","08035881","Escola L'Areny","Cornellà de Llobregat","Public",48,50
"990","08037966","Escola Ignasi Iglésias","Cornellà de Llobregat","Public",32,50
"991","08037978","Escola Suris","Cornellà de Llobregat","Public",35,50
"1089","08042299","Escola Sant Miquel","Cornellà de Llobregat","Public",68,50
"1109","08043334","Escola Alexandre Galí","Cornellà de Llobregat","Public",25,22
"1166","08051240","Escola Mediterrània","Cornellà de Llobregat","Public",32,50
"1194","08054058","Escola Torre de la Miranda","Cornellà de Llobregat","Public",27,44
"1332","08064854","Escola Martinet","Cornellà de Llobregat","Public",50,50
"1460","17000986","Escola La Vall del Terri","Cornellà del Terri","Public",27,30
"1919","43005364","Escola Les Eres","Creixell","Public",15,25
"345","08016811","Escola Josep Andreu - Charlie Rivel","Cubelles","Public",40,50
"1252","08060927","Escola Vora del Mar","Cubelles","Public",53,50
"1327","08064751","Escola Mar i Cel","Cubelles","Public",27,25
"1804","43000998","Escola Pompeu Fabra","Cunit","Public",23,22
"1961","43008535","Escola Solcunit","Cunit","Public",38,50
"1986","43010815","Escola Els Cossetans","Cunit","Public",21,25
"1876","43004013","Escola Sant Miquel","Deltebre","Public",36,50
"1879","43004074","Escola L'Assumpció","Deltebre","Public",26,25
"1956","43006873","Escola Riumar","Deltebre","Public",19,25
"1398","08074380","Escola Castell de Dosrius","Dosrius","Public",36,50
"288","08014814","Escola El Bruc","El Bruc","Public",4,25
"1999","43012812","Institut Escola L'Agulla","El Catllar","Public",27,50
"1421","17000068","Escola del Far d'Empordà","El Far d'Empordà","Public",9,5
"465","08020723","Escola Ocata","El Masnou","Public",24,25
"466","08020759","Sagrada Família","El Masnou","Charter",6,25
"467","08020772","Escolàpies El Masnou","El Masnou","Charter",53,50
"881","08032701","Escola Lluís Millet","El Masnou","Public",41,50
"994","08038031","Escola Rosa Sensat","El Masnou","Public",16,25
"1037","08039604","Escola Francesc Ferrer i Guàrdia","El Masnou","Public",27,25
"1051","08040001","Bergantí","El Masnou","Charter",15,25
"1135","08043930","Escola Marinada","El Masnou","Public",40,25
"1816","43001656","Escola Teresa Godes i Domènech","El Montmell","Public",9,25
"1820","43001735","Escola Ventura Gassol","El Morell","Public",58,75
"1722","25003494","Escola Arnau Berenguer","El Palau d'Anglesola","Public",21,25
"536","08022689","Escola Pau Vila","El Papiol","Public",32,50
"1822","43001929","Escola Jaume II","El Perelló","Public",26,25
"1823","43001966","Escola Sant Ramon","El Pla de Santa Maria","Public",16,25
"548","08022847","Escola Sants Abdó i Senén","El Pla del Penedès","Public",7,7
"1725","25003755","Escola Ribagorçana","El Pont de Suert","Public",13,25
"576","08023657","Escola Pompeu Fabra","El Pont de Vilomara i Rocafort","Public",33,50
"552","08022884","Escola Joan Maragall","El Prat de Llobregat","Public",20,25
"553","08022902","Escola del Parc","El Prat de Llobregat","Public",64,50
"554","08022914","Escola Jaume Balmes","El Prat de Llobregat","Public",18,44
"555","08022938","Escola Jacint Verdaguer","El Prat de Llobregat","Public",56,50
"556","08022987","La Seda de Barcelona","El Prat de Llobregat","Charter",25,25
"557","08023013","Mare de Déu del Carme","El Prat de Llobregat","Charter",50,50
"558","08023050","Nuestra Señora del Mar-García Lorca","El Prat de Llobregat","Charter",17,25
"883","08032725","Escola Honorable Josep Tarradellas","El Prat de Llobregat","Public",86,75
"998","08038090","Escola Sant Jaume","El Prat de Llobregat","Public",32,50
"1021","08039355","Escola Ramon Llull","El Prat de Llobregat","Public",43,50
"1056","08040333","Escola Bernat Metge","El Prat de Llobregat","Public",28,25
"1095","08042809","Escola Galileo Galilei","El Prat de Llobregat","Public",44,50
"1096","08042810","Escola Charles Darwin","El Prat de Llobregat","Public",52,50
"1393","08071691","Institut Escola del Prat","El Prat de Llobregat","Public",11,22
"1399","08074483","Escola Pepa  Colomer","El Prat de Llobregat","Public",50,50
"1898","43004736","Escola Els Secallets","El Vendrell","Public",15,25
"1899","43004748","Escola Àngel Guimerà","El Vendrell","Public",63,50
"1900","43004761","Sagrat Cor","El Vendrell","Charter",89,75
"1901","43004815","Escola Pau Casals","El Vendrell","Public",43,50
"1953","43006587","Escola Àngels Garriga","El Vendrell","Public",81,75
"1965","43008924","Escola Teresina Martorell","El Vendrell","Public",19,22
"1975","43010165","Escola Marta Mata","El Vendrell","Public",35,50
"1976","43010177","Escola Pla de Mar","El Vendrell","Public",24,25
"544","08022793","Escola Renaixença","Els Hostalets de Pierola","Public",35,50
"1821","43001826","Escola Sant Sebastià","Els Pallaresos","Public",11,25
"1984","43010591","Escola Arquitecte Jujol","Els Pallaresos","Public",27,25
"346","08016872","Escola Mare de Déu de la Muntanya","Esparreguera","Public",34,25
"347","08016914","El Puig","Esparreguera","Charter",26,25
"348","08016926","Estel","Esparreguera","Charter",23,25
"349","08016938","Escola Taquígraf Garriga","Esparreguera","Public",32,25
"960","08036044","Escola Pau Vila","Esparreguera","Public",39,50
"1110","08043346","Escola Montserrat","Esparreguera","Public",16,25
"1225","08059354","Escola Les Roques Blaves","Esparreguera","Public",32,25
"350","08016941","Escola Isidre Martí","Esplugues de Llobregat","Public",25,50
"351","08017025","Garbí Pere Vergés","Esplugues de Llobregat","Charter",79,75
"352","08017049","Utmar","Esplugues de Llobregat","Charter",25,25
"353","08017086","Nazaret","Esplugues de Llobregat","Charter",46,50
"354","08017104","Escola Gras i Soler","Esplugues de Llobregat","Public",11,22
"355","08017116","Escola Matilde Orduña","Esplugues de Llobregat","Public",18,22
"871","08032476","Escola Prat de la Riba","Esplugues de Llobregat","Public",28,25
"892","08033535","Escola Joan Maragall","Esplugues de Llobregat","Public",28,44
"934","08035118","Isabel de Villena","Esplugues de Llobregat","Charter",52,50
"961","08036056","Escola Folch i Torres","Esplugues de Llobregat","Public",59,50
"1061","08040618","Escola Can Vidalet","Esplugues de Llobregat","Public",19,22
"1098","08042861","Escola Lola Anglada","Esplugues de Llobregat","Public",35,25
"1463","17001097","Escola Carles de Fortuny","Esponellà","Public",2,6
"1689","25001539","Escola La Closa","Esterri d'Àneu","Public",9,9
"1808","43001051","Escola Antoni Vilanova","Falset","Public",29,50
"510","08022008","Escola Montmany","Figaró-Montmany","Public",9,9
"1464","17001103","Escola Salvador Dalí","Figueres","Public",31,50
"1465","17001115","Escola Josep Pous i Pagès","Figueres","Public",14,20
"1466","17001164","Cor de Maria","Figueres","Charter",27,25
"1467","17001191","La Salle","Figueres","Charter",63,50
"1468","17001206","Escolàpies Figueres","Figueres","Charter",53,50
"1469","17001279","Escola Sant Pau","Figueres","Public",70,50
"1470","17001280","Escola Joaquim Cusí i Furtunet","Figueres","Public",26,50
"1587","17004463","Escola Anicet de Pagès i de Puig","Figueres","Public",29,40
"1597","17004891","Escola Josep Pallach","Figueres","Public",54,50
"1606","17006711","Escola M. Àngels Anglada","Figueres","Public",30,25
"1617","17008006","Escola Amistat","Figueres","Public",31,50
"1626","17008444","Escola Parc de les Aigües","Figueres","Public",37,50
"1640","17008808","Escola Carme Guasch i Darné","Figueres","Public",52,50
"1471","17001292","Escola Les Moreres","Flaçà","Public",17,25
"1809","43001127","Escola Enric Grau i Fontserè","Flix","Public",11,25
"1313","08063931","Escola Les Falgueres","Fogars de la Selva","Public",11,25
"356","08017207","Escola Mossèn Cinto","Folgueroles","Public",28,30
"1690","25001606","Escola Minyons d'Urgell","Fondarella","Public",10,8
"357","08017232","Escola Agrupació Sant Jordi","Fonollosa","Public",20,20
"358","08017244","Escola Font-rúbia","Font-rubí","Public",9,12
"1594","17004827","Escola Alzina Reclamadora","Fontcoberta","Public",15,21
"1643","17008997","Escola Forallac","Forallac","Public",22,21
"1472","17001346","Escola Forn d'Anells","Fornells de la Selva","Public",25,25
"1473","17001361","Escola Teresa de Pallejà","Fortià","Public",4,4
"1810","43001231","Escola Puig Cavaller","Gandesa","Public",29,50
"1474","17001383","Escola Joaquim Gifre","Garriguella","Public",11,12
"362","08017359","Escola Salvador Lluch","Gavà","Public",66,50
"363","08017360","Escola Jacme March","Gavà","Public",17,22
"364","08017384","Sagrada Família","Gavà","Charter",64,75
"365","08017402","Inmaculada Concepción","Gavà","Charter",61,75
"366","08017438","San Pedro","Gavà","Charter",29,25
"367","08017451","Santo Ángel","Gavà","Charter",82,75
"368","08017505","Escola Juan Salamero","Gavà","Public",10,22
"369","08017517","Sagrat Cor","Gavà","Charter",21,25
"880","08032658","Escola L'Eramprunyà","Gavà","Public",41,50
"992","08037991","Escola Marcel·lí Moragas","Gavà","Public",45,50
"1408","08075293","Institut Escola Gavà Mar","Gavà","Public",62,50
"370","08017611","Escola Montcau","Gelida","Public",35,50
"1286","08062754","Escola Les Fonts","Gelida","Public",40,50
"1475","17001413","Les Alzines","Girona","Charter",66,75
"1476","17001425","Escola Eiximenis","Girona","Public",22,25
"1477","17001449","Escola Annexa - Joan Puigbert","Girona","Public",39,50
"1478","17001450","Escola Joan Bruguera","Girona","Public",34,25
"1479","17001462","Escola Verd","Girona","Public",27,25
"1480","17001486","Escola Montjuïc","Girona","Public",20,25
"1481","17001516","Escola Pla de Girona","Girona","Public",55,50
"1482","17001541","Doctor Masmitjà","Girona","Charter",51,50
"1483","17001553","Vedruna","Girona","Charter",46,50
"1484","17001565","FEDAC - Sant Narcís","Girona","Charter",52,50
"1485","17001589","Maristes Girona","Girona","Charter",77,75
"1486","17001590","Bell-lloc del Pla","Girona","Charter",60,75
"1487","17001838","Escola Àgora","Girona","Public",25,25
"1488","17001887","Escola Carme Auguet","Girona","Public",5,22
"1489","17001905","FEDAC - Pont Major","Girona","Charter",18,23
"1490","17001930","Escola Josep Dalmau i Carles","Girona","Public",34,50
"1491","17001942","Sagrada Família","Girona","Charter",16,16
"1492","17001954","Escola de Vila-roja","Girona","Public",6,8
"1555","17003422","Escola Taialà","Girona","Public",50,50
"1584","17004335","Escola Santa Eugènia","Girona","Public",16,25
"1585","17004347","Escola Font de la Pólvora","Girona","Public",11,8
"1588","17004529","Escola Migdia","Girona","Public",50,50
"1592","17004694","Escola Cassià Costal","Girona","Public",28,50
"1599","17004943","Escola Montfalgars","Girona","Public",61,50
"1607","17006721","Escola Marta Mata","Girona","Public",41,50
"1623","17008286","Escola Domeny","Girona","Public",49,50
"1636","17008675","Escola Pericot","Girona","Public",53,50
"1644","17009126","Escola El Bosc de la Pabordia","Girona","Public",63,50
"1656","17010049","Escola Balandrau","Girona","Public",26,25
"219","08017645","Escola de Gironella","Gironella","Public",26,25
"371","08017633","Escola Sant Marc","Gironella","Public",11,20
"372","08017657","FEDAC-Gironella","Gironella","Charter",9,25
"1692","25001692","Escola Francesc Arenes","Golmés","Public",18,25
"374","08017694","Escola Pereanton","Granollers","Public",31,22
"375","08017700","Escola Joan Solans","Granollers","Public",12,22
"376","08017712","Escola Ferrer i Guàrdia","Granollers","Public",21,25
"377","08017773","Cervetó","Granollers","Charter",43,50
"378","08017785","Escola Pia de Granollers","Granollers","Charter",92,100
"379","08017797","Jardí","Granollers","Charter",38,50
"380","08017815","L'Estel","Granollers","Charter",26,25
"381","08017827","Maria Anna Mogas","Granollers","Charter",54,50
"382","08017840","Educem","Granollers","Charter",17,25
"383","08017918","Escola Granullarius","Granollers","Public",33,44
"978","08037553","Escola Municipal Salvador Llobet","Granollers","Public",60,50
"1076","08041647","Escola Ponent","Granollers","Public",35,44
"1077","08041659","Escola Mestres Montaña","Granollers","Public",56,50
"1088","08042287","Escola Salvador Espriu","Granollers","Public",67,50
"1179","08053391","Escola Lledoner","Granollers","Public",57,50
"1401","08074811","Escola de Granollers","Granollers","Public",16,22
"384","08017979","Escola Aqua Alba","Gualba","Public",11,25
"386","08018005","Escola Sant Llorenç","Guardiola de Berguedà","Public",7,9
"1693","25001761","Escola Ramon Faus i Esteve","Guissona","Public",45,45
"1694","25001771","FEDAC-Guissona","Guissona","Charter",26,28
"1778","25009113","Escola Mestre Ramon Estadella i Torradeflot","Guissona","Public",30,44
"387","08018029","Escola Les Escoles","Gurb","Public",43,50
"1811","43001346","Escola Montsagre","Horta de Sant Joan","Public",4,25
"1493","17001981","Escola Mare de Déu dels Socors","Hostalric","Public",47,50
"422","08019435","Escola García i Fossas","Igualada","Public",41,50
"423","08019459","Escola Gabriel Castella i Raich","Igualada","Public",19,22
"424","08019460","Escola Emili Vallès","Igualada","Public",21,25
"425","08019484","Monalco","Igualada","Charter",35,50
"426","08019502","Escola Pia d'Igualada","Igualada","Charter",56,50
"427","08019514","Jesús Maria","Igualada","Charter",19,25
"428","08019541","Maristes Igualada","Igualada","Charter",27,50
"429","08019551","Igualada","Igualada","Charter",34,50
"430","08019575","Escolàpies Igualada","Igualada","Charter",35,50
"431","08019599","Mare del Diví Pastor","Igualada","Charter",25,25
"432","08019617","Mowgli","Igualada","Charter",22,25
"433","08019642","Escola Pare Ramon Castelltort i Miralda","Igualada","Public",27,50
"973","08036962","Ateneu Igualadí","Igualada","Charter",26,25
"1333","08064866","Escola Dolors Martí i Badia","Igualada","Public",45,50
"1695","25001801","Escola Mare de Déu de l'Horta","Ivars d'Urgell","Public",5,25
"434","08019678","Escola Guerau de Jorba","Jorba","Public",6,10
"1055","08040266","Montclar-Mestral","Jorba","Charter",19,50
"1696","25001928","Escola Manuel Ortiz i Castelló","Juneda","Public",34,50
"1877","43004037","Escola Maria García i Cabanes","L'Aldea","Public",15,25
